year_month,area_code,pm25,pm10,o3,no2,so2,co,aqi
201405,6668,-1,-1,-1,-1,-1,-1,-1
201405,6669,-1,-1,-1,-1,-1,-1,-1
201405,6670,-1,-1,-1,-1,-1,-1,-1
201405,6671,-1,-1,-1,-1,-1,-1,-1
201405,7001,-1,-1,-1,-1,-1,-1,-1
201405,7002,-1,-1,-1,-1,-1,-1,-1
201405,7003,-1,-1,-1,-1,-1,-1,-1
201405,7004,-1,-1,-1,-1,-1,-1,-1
201405,7005,-1,-1,-1,-1,-1,-1,-1
201405,7006,-1,-1,-1,-1,-1,-1,-1
201405,7007,-1,-1,-1,-1,-1,-1,-1
201405,7008,-1,-1,-1,-1,-1,-1,-1
201405,7009,-1,-1,-1,-1,-1,-1,-1
201405,7010,-1,-1,-1,-1,-1,-1,-1
201405,7011,-1,-1,-1,-1,-1,-1,-1
201405,7012,-1,-1,-1,-1,-1,-1,-1
201405,7013,-1,-1,-1,-1,-1,-1,-1
201405,7014,-1,-1,-1,-1,-1,-1,-1
201405,7015,-1,-1,-1,-1,-1,-1,-1
201405,7016,-1,-1,-1,-1,-1,-1,-1
201405,7017,-1,-1,-1,-1,-1,-1,-1
201405,7018,-1,-1,-1,-1,-1,-1,-1
201405,7019,-1,-1,-1,-1,-1,-1,-1
201405,7020,-1,-1,-1,-1,-1,-1,-1
201405,7021,-1,-1,-1,-1,-1,-1,-1
201405,7022,-1,-1,-1,-1,-1,-1,-1
201406,110101,111,56,35,28,5,-1,111
201406,110102,104,53,51,23,9,-1,104
201406,110103,107,59,43,22,5,13,107
201406,110104,107,59,43,22,5,13,107
201406,110105,113,79,28,34,4,-1,113
201406,110106,124,88,14,60,5,-1,124
201406,110107,107,63,44,23,2,-1,107
201406,110108,112,42,24,32,3,-1,112
201406,110109,97,60,54,13,3,-1,97
201406,110111,117,65,45,19,7,-1,117
201406,110112,117,61,57,14,9,6,117
201406,110113,109,55,55,17,3,-1,109
201406,110114,84,30,58,6,4,-1,84
201406,110115,121,53,36,14,3,-1,121
201406,110116,92,49,62,11,4,-1,92
201406,110117,103,68,25,24,3,20,103
201406,110228,107,59,43,22,5,13,107
201406,110229,107,59,43,22,5,13,107
201406,120101,101,52,46,17,14,13,101
201406,120102,96,58,44,13,13,16,96
201406,120103,122,53,68,15,16,12,122
201406,120104,108,79,47,19,14,13,108
201406,120105,116,44,53,17,10,9,116
201406,120106,105,48,43,21,12,13,105
201406,120107,112,44,45,17,10,12,112
201406,120108,112,44,45,17,10,12,112
201406,120109,112,44,45,17,10,12,112
201406,120110,108,49,32,21,6,15,108
201406,120111,124,43,54,19,9,12,124
201406,120112,112,41,33,8,11,11,112
201406,120113,152,59,43,19,12,9,152
201406,120114,77,1,31,11,5,9,77
201406,120115,124,25,65,16,12,3,124
201406,120221,112,44,45,17,10,12,112
201406,120223,112,44,45,17,10,12,112
201406,120225,112,44,45,17,10,12,112
201406,1301,141,91,44,15,23,6,141
201406,1302,128,80,47,29,32,10,128
201406,1303,76,50,17,14,15,5,76
201406,1304,140,94,54,29,31,8,140
201406,1305,137,94,48,18,18,7,137
201406,1306,129,90,44,14,22,6,129
201406,1307,74,32,85,9,16,11,85
201406,1308,104,51,56,8,9,6,104
201406,1309,117,61,57,9,13,5,117
201406,1310,118,69,42,12,8,6,118
201406,1311,148,95,93,18,16,7,148
201406,1401,96,61,31,17,18,12,96
201406,1402,99,42,31,10,9,10,99
201406,1403,127,68,38,13,7,6,127
201406,1404,138,86,33,16,15,24,138
201406,1405,151,111,55,23,37,14,151
201406,1406,-1,42,15,-1,-1,6,42
201406,1407,122,67,31,15,27,9,122
201406,1408,162,130,27,8,51,16,162
201406,1409,119,55,42,14,19,7,119
201406,1410,146,77,26,15,26,31,146
201406,1411,94,62,24,21,58,27,94
201406,1501,109,75,77,14,14,9,109
201406,1502,127,90,50,19,17,11,127
201406,1503,109,75,77,14,14,9,109
201406,1504,74,58,85,6,10,6,85
201406,1505,109,75,77,14,14,9,109
201406,1506,109,60,123,11,13,9,123
201406,1507,109,75,77,14,14,9,109
201406,1508,109,75,77,14,14,9,109
201406,1509,109,75,77,14,14,9,109
201406,1522,109,75,77,14,14,9,109
201406,1525,109,75,77,14,14,9,109
201406,1529,109,75,77,14,14,9,109
201406,2101,121,66,60,19,17,7,121
201406,2102,99,51,23,18,3,5,99
201406,2103,136,80,47,16,13,17,136
201406,2104,124,72,68,23,19,12,124
201406,2105,138,64,52,27,22,22,138
201406,2106,119,67,31,17,9,10,119
201406,2107,99,53,56,16,19,8,99
201406,2108,67,42,41,9,6,8,67
201406,2109,109,59,41,18,10,9,109
201406,2110,109,59,41,18,10,9,109
201406,2111,101,45,52,7,5,10,101
201406,2112,109,59,41,18,10,9,109
201406,2113,109,59,41,18,10,9,109
201406,2114,104,60,29,24,13,8,104
201406,2201,110,69,31,27,7,6,110
201406,2202,123,88,70,33,14,15,123
201406,2203,112,71,37,28,8,8,112
201406,2204,112,71,37,28,8,8,112
201406,2205,112,71,37,28,8,8,112
201406,2206,112,71,37,28,8,8,112
201406,2207,112,71,37,28,8,8,112
201406,2208,112,71,37,28,8,8,112
201406,2224,112,71,37,28,8,8,112
201406,2301,109,67,90,18,9,8,109
201406,2302,64,58,68,7,6,11,68
201406,2303,101,64,88,14,8,7,101
201406,2304,101,64,88,14,8,7,101
201406,2305,101,64,88,14,8,7,101
201406,2306,85,53,66,9,6,4,85
201406,2307,101,64,88,14,8,7,101
201406,2308,101,64,88,14,8,7,101
201406,2309,101,64,88,14,8,7,101
201406,2310,137,78,135,18,8,8,137
201406,2311,101,64,88,14,8,7,101
201406,2312,101,64,88,14,8,7,101
201406,2327,101,64,88,14,8,7,101
201406,310101,128,50,35,17,5,7,128
201406,310103,122,50,34,15,7,6,122
201406,310104,134,54,36,18,8,8,134
201406,310105,122,50,34,15,7,6,122
201406,310106,125,50,32,17,6,8,125
201406,310107,124,56,34,13,8,5,124
201406,310108,122,50,34,15,7,6,122
201406,310109,125,49,33,17,7,5,125
201406,310110,106,51,34,15,6,7,106
201406,310112,122,50,34,15,7,6,122
201406,310113,122,50,34,15,7,6,122
201406,310114,122,50,34,15,7,6,122
201406,310115,112,43,39,13,5,5,112
201406,310116,122,50,34,15,7,6,122
201406,310117,122,50,34,15,7,6,122
201406,310118,123,49,30,11,10,6,123
201406,310119,122,50,34,15,7,6,122
201406,310120,122,50,34,15,7,6,122
201406,310230,122,50,34,15,7,6,122
201406,3201,159,86,49,20,13,7,159
201406,3202,141,76,51,21,15,10,141
201406,3203,161,89,57,17,18,8,161
201406,3204,143,74,40,21,22,10,143
201406,3205,141,69,60,19,16,8,141
201406,3206,140,62,38,10,7,3,140
201406,3207,134,66,29,24,12,7,134
201406,3208,148,77,42,18,14,8,148
201406,3209,88,35,40,4,9,4,88
201406,3210,149,76,19,14,15,5,149
201406,3211,149,84,24,25,9,11,149
201406,3212,167,86,32,12,14,12,167
201406,3213,149,81,39,9,6,7,149
201406,3301,141,74,45,17,9,8,141
201406,3302,109,49,44,12,8,9,109
201406,3303,120,59,41,23,9,12,120
201406,3304,131,65,55,20,16,8,131
201406,3305,135,60,41,20,12,10,135
201406,3306,147,78,63,17,17,11,147
201406,3307,144,66,55,12,11,8,144
201406,3308,136,66,57,16,13,6,136
201406,3309,86,36,49,9,4,9,86
201406,3310,126,53,50,12,4,8,126
201406,3311,111,51,54,9,4,5,111
201406,3401,174,111,105,14,6,11,174
201406,3402,170,96,83,11,36,11,170
201406,3403,171,107,84,12,20,12,171
201406,3404,171,107,84,12,20,12,171
201406,3405,160,121,16,7,18,16,160
201406,3406,171,107,84,12,20,12,171
201406,3407,171,107,84,12,20,12,171
201406,3408,171,107,84,12,20,12,171
201406,3410,171,107,84,12,20,12,171
201406,3411,171,107,84,12,20,12,171
201406,3412,171,107,84,12,20,12,171
201406,3413,171,107,84,12,20,12,171
201406,3414,171,107,84,12,20,12,171
201406,3415,171,107,84,12,20,12,171
201406,3416,171,107,84,12,20,12,171
201406,3417,171,107,84,12,20,12,171
201406,3418,171,107,84,12,20,12,171
201406,3501,108,56,55,8,6,10,108
201406,3502,105,46,57,12,5,4,105
201406,3503,101,50,48,10,4,6,101
201406,3504,101,50,48,10,4,6,101
201406,3505,96,59,41,9,4,7,96
201406,3506,89,42,24,10,3,6,89
201406,3507,101,50,48,10,4,6,101
201406,3508,101,50,48,10,4,6,101
201406,3509,101,50,48,10,4,6,101
201406,3601,140,72,36,12,11,12,140
201406,3602,141,73,57,12,14,10,141
201406,3603,141,73,57,12,14,10,141
201406,3604,143,75,84,11,18,7,143
201406,3605,141,73,57,12,14,10,141
201406,3606,141,73,57,12,14,10,141
201406,3607,141,73,57,12,14,10,141
201406,3608,141,73,57,12,14,10,141
201406,3609,141,73,57,12,14,10,141
201406,3610,141,73,57,12,14,10,141
201406,3611,141,73,57,12,14,10,141
201406,3681,141,73,57,12,14,10,141
201406,3682,141,73,57,12,14,10,141
201406,3701,140,79,65,19,29,8,140
201406,3702,98,48,38,13,10,5,98
201406,3703,141,94,48,26,35,13,141
201406,3704,139,79,63,15,21,6,139
201406,3705,102,63,59,10,15,6,102
201406,3706,88,46,32,13,7,4,88
201406,3707,116,79,51,13,14,5,116
201406,3708,151,66,44,12,27,7,151
201406,3709,121,56,35,9,18,11,121
201406,3710,73,34,36,8,4,4,73
201406,3711,88,49,14,12,8,4,88
201406,3712,147,82,38,23,38,15,147
201406,3713,158,114,31,21,22,15,158
201406,3714,123,69,33,11,18,10,123
201406,3715,138,71,21,16,25,10,138
201406,3723,123,72,46,16,20,8,123
201406,3729,123,72,46,16,20,8,123
201406,4101,145,88,34,19,16,15,145
201406,4102,109,58,41,11,13,13,109
201406,4103,140,79,33,34,32,28,140
201406,4104,155,91,66,21,34,10,155
201406,4105,157,86,73,26,40,17,157
201406,4106,135,78,50,18,22,16,135
201406,4107,127,94,76,12,11,19,127
201406,4108,155,84,77,24,38,16,155
201406,4109,135,78,50,18,22,16,135
201406,4110,135,78,50,18,22,16,135
201406,4111,135,78,50,18,22,16,135
201406,4112,136,77,75,17,32,19,136
201406,4113,135,78,50,18,22,16,135
201406,4114,135,78,50,18,22,16,135
201406,4115,135,78,50,18,22,16,135
201406,4116,135,78,50,18,22,16,135
201406,4117,135,78,50,18,22,16,135
201406,4201,151,85,67,22,10,9,151
201406,4202,158,80,61,17,11,9,158
201406,4203,158,80,61,17,11,9,158
201406,4205,173,103,55,25,31,11,173
201406,4206,-1,79,-1,10,20,-1,79
201406,4207,157,-1,42,-1,-1,8,157
201406,4208,162,74,49,14,14,9,162
201406,4209,158,80,61,17,11,9,158
201406,4210,167,98,67,18,11,11,167
201406,4211,157,-1,42,-1,-1,8,157
201406,4212,164,80,68,9,5,10,164
201406,4213,-1,74,-1,7,3,-1,74
201406,4228,157,66,92,14,6,17,157
201406,429004,162,89,73,7,26,10,162
201406,429005,162,73,53,10,8,9,162
201406,429006,162,52,49,8,4,9,162
201406,429021,168,32,44,5,2,9,168
201406,4301,154,75,50,17,9,7,154
201406,4302,165,78,97,13,15,9,165
201406,4303,159,94,84,17,15,9,159
201406,4304,159,89,68,14,12,10,159
201406,4305,159,89,68,14,12,10,159
201406,4306,160,223,42,26,30,18,223
201406,4307,159,81,31,9,10,7,159
201406,4308,164,84,117,6,5,17,164
201406,4309,159,89,68,14,12,10,159
201406,4310,159,89,68,14,12,10,159
201406,4311,159,89,68,14,12,10,159
201406,4312,159,89,68,14,12,10,159
201406,4313,159,89,68,14,12,10,159
201406,4331,159,89,68,14,12,10,159
201406,4401,91,42,25,15,8,7,91
201406,4402,95,44,22,14,18,23,95
201406,4403,60,34,15,18,6,9,60
201406,4404,58,30,24,16,6,10,58
201406,4405,85,43,24,13,12,11,85
201406,4406,91,47,17,24,13,9,91
201406,4407,77,40,14,10,9,6,77
201406,4408,77,46,24,16,17,20,77
201406,4409,77,40,19,17,9,9,77
201406,4412,75,44,28,12,15,12,75
201406,4413,69,37,18,13,6,7,69
201406,4414,77,40,19,17,9,9,77
201406,4415,77,40,19,17,9,9,77
201406,4416,97,45,22,16,7,9,97
201406,4417,77,40,19,17,9,9,77
201406,4418,107,56,21,14,15,12,107
201406,4419,91,43,22,25,12,8,91
201406,4420,63,27,13,12,5,6,63
201406,4451,77,40,19,17,9,9,77
201406,4452,77,40,19,17,9,9,77
201406,4453,77,40,19,17,9,9,77
201406,4501,79,42,21,9,4,8,79
201406,4502,105,47,34,10,11,9,105
201406,4503,105,43,23,9,7,9,105
201406,4504,88,42,27,9,7,9,88
201406,4505,34,29,28,6,7,10,34
201406,4506,88,42,27,9,7,9,88
201406,4507,88,42,27,9,7,9,88
201406,4508,88,42,27,9,7,9,88
201406,4509,88,42,27,9,7,9,88
201406,4510,88,42,27,9,7,9,88
201406,4511,88,42,27,9,7,9,88
201406,4512,88,42,27,9,7,9,88
201406,4513,88,42,27,9,7,9,88
201406,4514,88,42,27,9,7,9,88
201406,4601,51,25,13,6,3,5,51
201406,4602,45,22,21,7,1,5,45
201406,469001,49,24,15,6,2,5,49
201406,469002,49,24,15,6,2,5,49
201406,469003,49,24,15,6,2,5,49
201406,469005,49,24,15,6,2,5,49
201406,469006,49,24,15,6,2,5,49
201406,469007,49,24,15,6,2,5,49
201406,469025,49,24,15,6,2,5,49
201406,469026,49,24,15,6,2,5,49
201406,469027,49,24,15,6,2,5,49
201406,469028,49,24,15,6,2,5,49
201406,469030,49,24,15,6,2,5,49
201406,469031,49,24,15,6,2,5,49
201406,469033,49,24,15,6,2,5,49
201406,469034,49,24,15,6,2,5,49
201406,469035,49,24,15,6,2,5,49
201406,469036,49,24,15,6,2,5,49
201406,500101,115,55,24,15,6,9,115
201406,500102,115,55,24,15,6,9,115
201406,500103,117,62,13,22,9,10,117
201406,500104,129,61,16,26,8,10,129
201406,500105,115,55,24,15,6,9,115
201406,500106,108,56,37,9,6,8,108
201406,500107,128,58,21,11,5,7,128
201406,500108,120,48,28,12,6,9,120
201406,500109,97,43,24,13,5,8,97
201406,500110,115,55,24,15,6,9,115
201406,500111,115,55,24,15,6,9,115
201406,500112,115,59,28,17,6,9,115
201406,500113,103,50,29,9,7,9,103
201406,500114,115,55,24,15,6,9,115
201406,500115,115,55,24,15,6,9,115
201406,500116,115,55,24,15,6,9,115
201406,500117,115,55,24,15,6,9,115
201406,500118,115,55,24,15,6,9,115
201406,500119,115,55,24,15,6,9,115
201406,500222,115,55,24,15,6,9,115
201406,500223,115,55,24,15,6,9,115
201406,500224,115,55,24,15,6,9,115
201406,500225,115,55,24,15,6,9,115
201406,500226,115,55,24,15,6,9,115
201406,500227,115,55,24,15,6,9,115
201406,500228,115,55,24,15,6,9,115
201406,500229,115,55,24,15,6,9,115
201406,500230,115,55,24,15,6,9,115
201406,500231,115,55,24,15,6,9,115
201406,500232,115,55,24,15,6,9,115
201406,500233,115,55,24,15,6,9,115
201406,500234,115,55,24,15,6,9,115
201406,500235,115,55,24,15,6,9,115
201406,500236,115,55,24,15,6,9,115
201406,500237,115,55,24,15,6,9,115
201406,500238,115,55,24,15,6,9,115
201406,500240,115,55,24,15,6,9,115
201406,500241,115,55,24,15,6,9,115
201406,500242,115,55,24,15,6,9,115
201406,500243,115,55,24,15,6,9,115
201406,5101,128,69,42,18,7,8,128
201406,5103,121,74,5,6,8,15,121
201406,5104,101,55,27,11,22,10,101
201406,5105,133,62,28,14,13,12,133
201406,5106,138,73,39,17,22,10,138
201406,5107,132,66,30,16,7,8,132
201406,5108,126,66,28,13,12,10,126
201406,5109,126,66,28,13,12,10,126
201406,5110,126,66,28,13,12,10,126
201406,5111,126,66,28,13,12,10,126
201406,5113,143,72,13,9,13,7,143
201406,5114,126,66,28,13,12,10,126
201406,5115,112,46,19,12,15,12,112
201406,5116,126,66,28,13,12,10,126
201406,5117,126,66,28,13,12,10,126
201406,5118,126,66,28,13,12,10,126
201406,5119,126,66,28,13,12,10,126
201406,5120,126,66,28,13,12,10,126
201406,5132,126,66,28,13,12,10,126
201406,5133,126,66,28,13,12,10,126
201406,5134,126,66,28,13,12,10,126
201406,5201,98,49,2,12,5,6,98
201406,5202,106,53,6,14,6,7,106
201406,5203,145,71,23,21,13,10,145
201406,5204,106,53,6,14,6,7,106
201406,5222,106,53,6,14,6,7,106
201406,5223,106,53,6,14,6,7,106
201406,5224,106,53,6,14,6,7,106
201406,5226,106,53,6,14,6,7,106
201406,5227,106,53,6,14,6,7,106
201406,5301,80,41,28,13,6,9,80
201406,5303,116,63,29,17,38,22,116
201406,5304,61,29,27,4,2,6,61
201406,5305,87,45,28,13,15,12,87
201406,5306,87,45,28,13,15,12,87
201406,5307,87,45,28,13,15,12,87
201406,5308,87,45,28,13,15,12,87
201406,5309,87,45,28,13,15,12,87
201406,5323,87,45,28,13,15,12,87
201406,5325,87,45,28,13,15,12,87
201406,5326,87,45,28,13,15,12,87
201406,5328,87,45,28,13,15,12,87
201406,5329,87,45,28,13,15,12,87
201406,5331,87,45,28,13,15,12,87
201406,5333,87,45,28,13,15,12,87
201406,5334,87,45,28,13,15,12,87
201406,5401,84,49,45,0,5,5,84
201406,5421,84,49,45,0,5,5,84
201406,5422,84,49,45,0,5,5,84
201406,5423,84,49,45,0,5,5,84
201406,5424,84,49,45,0,5,5,84
201406,5425,84,49,45,0,5,5,84
201406,5426,84,49,45,0,5,5,84
201406,6101,126,73,26,12,7,14,126
201406,6102,148,98,67,19,17,19,148
201406,6103,121,69,19,12,7,12,121
201406,6104,140,68,59,17,16,8,140
201406,6105,134,81,36,14,18,5,134
201406,6106,104,72,26,17,8,12,104
201406,6107,126,74,32,14,9,13,126
201406,6108,126,74,32,14,9,13,126
201406,6109,126,74,32,14,9,13,126
201406,6110,126,74,32,14,9,13,126
201406,6201,138,79,62,13,9,13,138
201406,6202,124,111,100,14,38,16,124
201406,6203,93,90,43,6,19,10,93
201406,6204,126,87,66,12,17,13,126
201406,6205,126,87,66,12,17,13,126
201406,6206,126,87,66,12,17,13,126
201406,6207,126,87,66,12,17,13,126
201406,6208,126,87,66,12,17,13,126
201406,6209,126,87,66,12,17,13,126
201406,6210,126,87,66,12,17,13,126
201406,6211,126,87,66,12,17,13,126
201406,6212,126,87,66,12,17,13,126
201406,6229,126,87,66,12,17,13,126
201406,6230,126,87,66,12,17,13,126
201406,6301,114,70,20,12,6,15,114
201406,6321,114,70,20,12,6,15,114
201406,6322,114,70,20,12,6,15,114
201406,6323,114,70,20,12,6,15,114
201406,6325,114,70,20,12,6,15,114
201406,6326,114,70,20,12,6,15,114
201406,6327,114,70,20,12,6,15,114
201406,6328,114,70,20,12,6,15,114
201406,6401,84,57,32,14,13,15,84
201406,6402,136,90,62,18,46,9,136
201406,6403,97,65,40,15,21,13,97
201406,6404,97,65,40,15,21,13,97
201406,6405,97,65,40,15,21,13,97
201406,6501,86,73,16,20,7,5,86
201406,6502,129,65,96,12,6,15,129
201406,6521,92,71,28,19,7,7,92
201406,6522,92,71,28,19,7,7,92
201406,6523,92,71,28,19,7,7,92
201406,6527,92,71,28,19,7,7,92
201406,6528,92,71,28,19,7,7,92
201406,6529,92,71,28,19,7,7,92
201406,6530,92,71,28,19,7,7,92
201406,6531,92,71,28,19,7,7,92
201406,6532,92,71,28,19,7,7,92
201406,6540,92,71,28,19,7,7,92
201406,6542,92,71,28,19,7,7,92
201406,6543,92,71,28,19,7,7,92
201406,659001,92,71,28,19,7,7,92
201406,659002,92,71,28,19,7,7,92
201406,659003,92,71,28,19,7,7,92
201406,659004,92,71,28,19,7,7,92
201406,6655,-1,-1,-1,-1,-1,-1,-1
201406,6656,-1,-1,-1,-1,-1,-1,-1
201406,6657,-1,-1,-1,-1,-1,-1,-1
201406,6658,-1,-1,-1,-1,-1,-1,-1
201406,6659,-1,-1,-1,-1,-1,-1,-1
201406,6660,-1,-1,-1,-1,-1,-1,-1
201406,6661,-1,-1,-1,-1,-1,-1,-1
201406,6662,-1,-1,-1,-1,-1,-1,-1
201406,6663,-1,-1,-1,-1,-1,-1,-1
201406,6664,-1,-1,-1,-1,-1,-1,-1
201406,6665,-1,-1,-1,-1,-1,-1,-1
201406,6666,-1,-1,-1,-1,-1,-1,-1
201406,6667,-1,-1,-1,-1,-1,-1,-1
201406,6668,-1,-1,-1,-1,-1,-1,-1
201406,6669,-1,-1,-1,-1,-1,-1,-1
201406,6670,-1,-1,-1,-1,-1,-1,-1
201406,6671,-1,-1,-1,-1,-1,-1,-1
201406,7001,-1,-1,-1,-1,-1,-1,-1
201406,7002,-1,-1,-1,-1,-1,-1,-1
201406,7003,-1,-1,-1,-1,-1,-1,-1
201406,7004,-1,-1,-1,-1,-1,-1,-1
201406,7005,-1,-1,-1,-1,-1,-1,-1
201406,7006,-1,-1,-1,-1,-1,-1,-1
201406,7007,-1,-1,-1,-1,-1,-1,-1
201406,7008,-1,-1,-1,-1,-1,-1,-1
201406,7009,-1,-1,-1,-1,-1,-1,-1
201406,7010,-1,-1,-1,-1,-1,-1,-1
201406,7011,-1,-1,-1,-1,-1,-1,-1
201406,7012,-1,-1,-1,-1,-1,-1,-1
201406,7013,-1,-1,-1,-1,-1,-1,-1
201406,7014,-1,-1,-1,-1,-1,-1,-1
201406,7015,-1,-1,-1,-1,-1,-1,-1
201406,7016,-1,-1,-1,-1,-1,-1,-1
201406,7017,-1,-1,-1,-1,-1,-1,-1
201406,7018,-1,-1,-1,-1,-1,-1,-1
201406,7019,-1,-1,-1,-1,-1,-1,-1
201406,7020,-1,-1,-1,-1,-1,-1,-1
201406,7021,-1,-1,-1,-1,-1,-1,-1
201406,7022,-1,-1,-1,-1,-1,-1,-1
201407,110101,162,83,23,30,3,11,162
201407,110102,155,79,60,19,3,10,155
201407,110103,156,81,54,19,5,9,156
201407,110104,156,81,54,19,5,9,156
201407,110105,170,103,32,36,11,10,170
201407,110106,168,105,37,53,7,11,168
201407,110107,161,96,57,23,3,9,161
201407,110108,138,81,35,28,6,10,138
201407,110109,142,70,53,15,2,8,142
201407,110111,150,59,47,14,9,5,150
201407,110112,163,79,50,17,5,9,163
201407,110113,166,89,61,15,4,10,166
201407,110114,146,69,84,8,3,8,146
201407,110115,153,79,43,7,3,9,153
201407,110116,161,84,71,12,3,9,161
201407,110117,159,59,61,11,4,11,159
201407,110228,156,81,54,19,5,9,156
201407,110229,156,81,54,19,5,9,156
201407,120101,140,81,54,17,9,14,140
201407,120102,146,76,49,12,10,14,146
201407,120103,142,79,47,18,13,12,142
201407,120104,150,82,63,16,13,14,150
201407,120105,138,74,68,16,12,14,138
201407,120106,154,79,44,15,12,15,154
201407,120107,148,79,51,15,10,14,148
201407,120108,148,79,51,15,10,14,148
201407,120109,148,79,51,15,10,14,148
201407,120110,143,71,47,18,12,16,143
201407,120111,152,78,38,16,8,17,152
201407,120112,143,85,41,10,8,15,143
201407,120113,150,80,55,19,10,14,150
201407,120114,154,76,58,13,8,15,154
201407,120115,150,86,56,16,13,12,150
201407,120221,148,79,51,15,10,14,148
201407,120223,148,79,51,15,10,14,148
201407,120225,148,79,51,15,10,14,148
201407,1301,165,98,52,16,16,8,165
201407,1302,182,112,61,19,16,18,182
201407,1303,145,71,43,13,13,9,145
201407,1304,165,99,51,15,12,14,165
201407,1305,150,97,40,23,17,10,150
201407,1306,162,92,53,12,17,7,162
201407,1307,123,67,80,9,23,8,123
201407,1308,144,78,66,8,7,8,144
201407,1309,161,81,46,11,17,4,161
201407,1310,162,92,62,15,10,9,162
201407,1311,170,97,56,12,10,7,170
201407,1401,125,80,51,20,14,9,125
201407,1402,111,46,37,11,15,12,111
201407,1403,137,114,36,21,27,8,137
201407,1404,150,78,49,16,20,17,150
201407,1405,143,96,37,20,19,13,143
201407,1406,127,65,42,15,17,19,127
201407,1407,130,64,35,15,29,7,130
201407,1408,113,79,25,6,35,14,113
201407,1409,137,64,28,16,24,16,137
201407,1410,118,55,32,13,25,18,118
201407,1411,108,55,27,18,17,19,108
201407,1501,106,68,87,15,17,8,106
201407,1502,108,75,55,20,20,10,108
201407,1503,106,68,87,15,17,8,106
201407,1504,121,67,123,7,11,7,123
201407,1505,106,68,87,15,17,8,106
201407,1506,88,54,115,12,18,8,115
201407,1507,106,68,87,15,17,8,106
201407,1508,106,68,87,15,17,8,106
201407,1509,106,68,87,15,17,8,106
201407,1522,106,68,87,15,17,8,106
201407,1525,106,68,87,15,17,8,106
201407,1529,106,68,87,15,17,8,106
201407,2101,131,72,50,15,14,10,131
201407,2102,107,52,41,16,5,7,107
201407,2103,136,68,34,12,6,13,136
201407,2104,137,62,47,10,9,11,137
201407,2105,123,61,33,11,8,21,123
201407,2106,92,42,27,10,8,17,92
201407,2107,135,66,50,13,12,8,135
201407,2108,108,50,50,14,5,10,108
201407,2109,140,84,53,14,19,12,140
201407,2110,129,71,47,10,17,23,129
201407,2111,145,67,52,6,5,14,145
201407,2112,142,73,38,15,12,8,142
201407,2113,147,88,63,13,11,26,147
201407,2114,152,87,71,20,10,13,152
201407,2201,137,77,28,16,3,8,137
201407,2202,118,62,40,15,4,9,118
201407,2203,131,72,32,16,4,8,131
201407,2204,131,72,32,16,4,8,131
201407,2205,131,72,32,16,4,8,131
201407,2206,131,72,32,16,4,8,131
201407,2207,131,72,32,16,4,8,131
201407,2208,131,72,32,16,4,8,131
201407,2224,131,72,32,16,4,8,131
201407,2301,132,66,58,15,4,8,132
201407,2302,133,66,68,9,11,10,133
201407,2303,136,69,60,12,6,7,136
201407,2304,136,69,60,12,6,7,136
201407,2305,136,69,60,12,6,7,136
201407,2306,134,68,53,8,6,6,134
201407,2307,136,69,60,12,6,7,136
201407,2308,136,69,60,12,6,7,136
201407,2309,136,69,60,12,6,7,136
201407,2310,155,82,69,14,6,5,155
201407,2311,136,69,60,12,6,7,136
201407,2312,136,69,60,12,6,7,136
201407,2327,136,69,60,12,6,7,136
201407,310101,87,40,23,15,4,7,87
201407,310103,92,44,27,12,5,6,92
201407,310104,93,44,29,14,6,4,93
201407,310105,92,44,27,12,5,6,92
201407,310106,93,40,29,13,4,7,93
201407,310107,84,46,26,9,6,3,84
201407,310108,92,44,27,12,5,6,92
201407,310109,87,41,23,13,7,5,87
201407,310110,107,49,30,11,6,6,107
201407,310112,92,44,27,12,5,6,92
201407,310113,92,44,27,12,5,6,92
201407,310114,92,44,27,12,5,6,92
201407,310115,90,44,27,12,4,5,90
201407,310116,92,44,27,12,5,6,92
201407,310117,92,44,27,12,5,6,92
201407,310118,94,48,26,8,6,8,94
201407,310119,92,44,27,12,5,6,92
201407,310120,92,44,27,12,5,6,92
201407,310230,92,44,27,12,5,6,92
201407,3201,131,66,36,13,7,6,131
201407,3202,117,64,45,16,11,8,117
201407,3203,111,54,27,9,9,8,111
201407,3204,134,68,31,18,20,8,134
201407,3205,112,57,34,16,10,7,112
201407,3206,110,53,32,16,11,2,110
201407,3207,131,84,28,21,9,7,131
201407,3208,128,66,31,15,11,7,128
201407,3209,95,53,34,8,9,5,95
201407,3210,129,68,26,11,23,5,129
201407,3211,143,79,19,22,12,10,143
201407,3212,166,70,29,10,15,9,166
201407,3213,148,77,38,11,7,7,148
201407,3301,100,54,34,14,7,6,100
201407,3302,65,31,18,7,5,5,65
201407,3303,73,40,19,12,7,6,73
201407,3304,97,43,30,15,5,6,97
201407,3305,113,54,33,14,8,8,113
201407,3306,78,44,32,11,10,8,78
201407,3307,86,42,31,11,10,6,86
201407,3308,96,44,35,13,11,7,96
201407,3309,47,21,20,5,3,7,47
201407,3310,72,33,20,6,4,7,72
201407,3311,57,37,16,6,4,5,57
201407,3401,134,57,32,10,3,9,134
201407,3402,131,64,19,12,24,6,131
201407,3403,132,62,21,9,10,8,132
201407,3404,132,62,21,9,10,8,132
201407,3405,128,68,3,2,2,7,128
201407,3406,132,62,21,9,10,8,132
