year_month,area_code,pm25,pm10,o3,no2,so2,co,aqi
201501,310112,147,75,28,31,15,10,147
201501,310113,147,75,28,31,15,10,147
201501,310114,147,75,28,31,15,10,147
201501,310115,145,77,30,32,14,8,145
201501,310116,147,75,28,31,15,10,147
201501,310117,147,75,28,31,15,10,147
201501,310118,164,82,33,32,14,10,164
201501,310119,147,75,28,31,15,10,147
201501,310120,147,75,28,31,15,10,147
201501,310230,147,75,28,31,15,10,147
201501,3201,173,106,23,33,16,0,173
201501,3202,189,122,33,32,27,0,189
201501,3203,177,122,30,25,30,0,177
201501,3204,176,95,23,23,23,3,176
201501,3205,171,95,25,36,18,0,171
201501,3206,211,125,31,33,24,0,211
201501,3207,151,91,23,22,15,4,151
201501,3208,173,104,26,28,21,1,173
201501,3209,129,59,33,19,19,0,129
201501,3210,156,140,25,28,25,0,156
201501,3211,164,86,19,32,16,5,164
201501,3212,171,107,30,18,23,0,171
201501,3213,173,105,28,16,10,4,173
201501,3301,157,83,36,26,12,12,157
201501,3302,151,83,21,27,15,11,151
201501,3303,144,85,29,32,12,12,144
201501,3304,155,89,27,29,20,11,155
201501,3305,175,49,28,28,13,12,175
201501,3306,166,94,21,24,19,15,166
201501,3307,161,86,31,30,19,13,161
201501,3308,145,75,33,24,17,15,145
201501,3309,113,63,37,15,6,9,113
201501,3310,145,78,34,17,7,10,145
201501,3311,146,67,20,25,10,12,146
201501,3401,173,99,30,24,14,11,173
201501,3402,168,91,34,13,15,19,168
201501,3403,155,98,54,21,18,10,155
201501,3404,145,72,29,12,16,9,145
201501,3405,172,92,24,14,15,13,172
201501,3406,172,86,27,24,12,11,172
201501,3407,223,100,39,27,39,45,223
201501,3408,143,73,63,20,10,21,143
201501,3410,103,51,6,8,2,2,103
201501,3411,143,103,41,8,6,9,143
201501,3412,149,70,34,21,17,8,149
201501,3413,161,76,72,17,28,11,161
201501,3414,158,84,38,17,15,14,158
201501,3415,158,84,38,17,15,14,158
201501,3416,154,64,21,16,15,13,154
201501,3417,132,53,56,12,18,15,132
201501,3418,130,74,65,9,6,24,130
201501,3501,123,63,37,22,3,7,123
201501,3502,115,52,32,18,6,7,115
201501,3503,113,48,42,10,4,8,113
201501,3504,106,48,29,19,14,11,106
201501,3505,118,58,54,18,6,8,118
201501,3506,133,59,40,15,11,6,133
201501,3507,109,62,28,8,13,14,109
201501,3508,99,47,30,14,7,12,99
201501,3509,103,51,37,5,12,10,103
201501,3601,148,90,28,28,17,12,148
201501,3602,143,80,30,24,21,12,143
201501,3603,143,80,30,24,21,12,143
201501,3604,142,71,34,20,26,13,142
201501,3605,122,63,26,21,19,11,122
201501,3606,143,80,30,24,21,12,143
201501,3607,143,80,30,24,21,12,143
201501,3608,143,80,30,24,21,12,143
201501,3609,143,80,30,24,21,12,143
201501,3610,143,80,30,24,21,12,143
201501,3611,143,80,30,24,21,12,143
201501,3681,143,80,30,24,21,12,143
201501,3682,143,80,30,24,21,12,143
201501,3701,169,128,19,30,39,13,169
201501,3702,141,85,18,24,23,12,141
201501,3703,207,158,13,31,50,23,207
201501,3704,227,179,26,27,41,12,227
201501,3705,140,85,16,23,29,13,140
201501,3706,119,67,20,17,17,9,119
201501,3707,168,117,18,25,36,11,168
201501,3708,203,172,7,33,50,19,203
201501,3709,165,116,7,21,29,22,165
201501,3710,91,45,22,11,11,9,91
201501,3711,169,105,41,24,18,8,169
201501,3712,185,91,12,26,51,20,185
201501,3713,188,189,14,33,36,31,189
201501,3714,235,134,22,30,38,15,235
201501,3715,233,173,7,33,35,23,233
201501,3723,175,125,18,26,35,16,175
201501,3729,175,125,18,26,35,16,175
201501,4101,224,157,26,36,31,19,224
201501,4102,193,113,20,25,26,20,193
201501,4103,180,123,25,30,44,27,180
201501,4104,200,138,43,33,45,15,200
201501,4105,172,123,13,40,45,28,172
201501,4106,175,124,20,40,36,24,175
201501,4107,215,134,18,37,38,21,215
201501,4108,231,186,39,39,49,31,231
201501,4109,216,121,27,34,28,17,216
201501,4110,202,116,22,32,28,17,202
201501,4111,195,130,24,31,35,22,195
201501,4112,197,129,24,33,47,25,197
201501,4113,178,133,25,18,18,18,178
201501,4114,203,107,24,22,17,12,203
201501,4115,195,130,24,31,35,22,195
201501,4116,204,125,10,14,26,35,204
201501,4117,195,130,24,31,35,22,195
201501,4201,194,102,12,34,16,16,194
201501,4202,183,127,9,29,19,19,183
201501,4203,152,81,16,18,21,8,152
201501,4205,177,125,21,22,20,17,177
201501,4206,238,131,9,27,23,14,238
201501,4207,194,110,10,31,20,23,194
201501,4208,208,130,14,23,28,14,208
201501,4209,191,119,12,21,17,19,191
201501,4210,133,86,35,15,17,15,133
201501,4211,163,91,15,23,12,15,163
201501,4212,169,97,13,19,11,20,169
201501,4213,187,138,13,30,19,21,187
201501,4228,180,101,5,17,18,12,180
201501,429004,176,120,5,25,34,12,176
201501,429005,188,109,16,28,17,13,188
201501,429006,181,106,21,23,11,4,181
201501,429021,147,76,17,9,9,7,147
201501,4301,187,99,26,28,14,10,187
201501,4302,200,116,38,25,22,12,200
201501,4303,188,110,42,35,22,15,188
201501,4304,178,98,33,25,18,14,178
201501,4305,178,98,33,25,18,14,178
201501,4306,156,105,41,20,13,21,156
201501,4307,175,90,13,22,23,16,175
201501,4308,160,88,42,12,9,26,160
201501,4309,144,85,41,23,25,18,144
201501,4310,178,98,33,25,18,14,178
201501,4311,166,80,41,26,16,10,166
201501,4312,178,98,33,25,18,14,178
201501,4313,178,98,33,25,18,14,178
201501,4331,178,98,33,25,18,14,178
201501,4401,136,69,41,27,11,11,136
201501,4402,117,56,41,21,20,10,117
201501,4403,130,68,60,26,6,11,130
201501,4404,142,70,40,24,8,11,142
201501,4405,146,74,56,19,14,10,146
201501,4406,136,65,48,31,12,13,136
201501,4407,143,76,41,25,13,10,143
201501,4408,126,62,54,9,9,13,126
201501,4409,137,66,65,10,9,8,137
201501,4412,125,58,41,18,11,10,125
201501,4413,121,60,44,11,6,10,121
201501,4414,119,57,35,17,6,11,119
201501,4415,128,54,41,9,6,9,128
201501,4416,138,63,63,15,10,9,138
201501,4417,133,60,69,17,6,11,133
201501,4418,141,70,39,23,15,16,141
201501,4419,144,67,58,21,14,11,144
201501,4420,125,67,38,25,9,16,125
201501,4451,146,75,53,21,10,11,146
201501,4452,139,62,58,21,14,10,139
201501,4453,120,90,36,21,18,13,120
201501,4501,150,76,36,19,11,10,150
201501,4502,169,82,58,19,21,13,169
201501,4503,158,84,47,19,17,9,158
201501,4504,129,56,73,13,23,43,129
201501,4505,143,66,60,12,7,12,143
201501,4506,152,76,50,17,16,13,152
201501,4507,153,75,36,10,15,7,153
201501,4508,152,76,50,17,16,13,152
201501,4509,153,75,54,12,24,15,153
201501,4510,137,75,26,19,12,15,137
201501,4511,140,67,78,12,15,7,140
201501,4512,140,73,18,16,16,12,140
201501,4513,152,76,50,17,16,13,152
201501,4514,152,76,50,17,16,13,152
201501,4601,112,52,36,9,4,8,112
201501,4602,76,36,37,8,2,7,76
201501,469001,89,48,30,4,1,7,89
201501,469002,124,70,45,6,3,12,124
201501,469003,101,49,34,7,3,7,101
201501,469005,75,30,28,5,2,11,75
201501,469006,73,35,34,6,2,8,73
201501,469007,109,49,42,10,5,7,109
201501,469025,101,49,34,7,3,7,101
201501,469026,108,48,33,11,3,4,108
201501,469027,53,40,39,4,2,6,53
201501,469028,91,29,38,6,3,8,91
201501,469030,103,55,18,8,3,10,103
201501,469031,101,49,34,7,3,7,101
201501,469033,101,49,34,7,3,7,101
201501,469034,101,49,34,7,3,7,101
201501,469035,101,49,34,7,3,7,101
201501,469036,101,49,34,7,3,7,101
201501,500101,193,115,11,25,16,14,193
201501,500102,193,115,11,25,16,14,193
201501,500103,200,130,8,32,15,15,200
201501,500104,200,116,7,27,13,15,200
201501,500105,193,115,11,25,16,14,193
201501,500106,184,107,13,22,18,15,184
201501,500107,205,117,14,24,20,12,205
201501,500108,197,124,10,29,17,13,197
201501,500109,197,119,11,25,22,14,197
201501,500110,193,115,11,25,16,14,193
201501,500111,193,115,11,25,16,14,193
201501,500112,184,113,11,16,11,14,184
201501,500113,177,97,11,24,9,14,177
201501,500114,193,115,11,25,16,14,193
201501,500115,193,115,11,25,16,14,193
201501,500116,193,115,11,25,16,14,193
201501,500117,193,115,11,25,16,14,193
201501,500118,193,115,11,25,16,14,193
201501,500119,193,115,11,25,16,14,193
201501,500222,193,115,11,25,16,14,193
201501,500223,193,115,11,25,16,14,193
201501,500224,193,115,11,25,16,14,193
201501,500225,193,115,11,25,16,14,193
201501,500226,193,115,11,25,16,14,193
201501,500227,193,115,11,25,16,14,193
201501,500228,193,115,11,25,16,14,193
201501,500229,193,115,11,25,16,14,193
201501,500230,193,115,11,25,16,14,193
201501,500231,193,115,11,25,16,14,193
201501,500232,193,115,11,25,16,14,193
201501,500233,193,115,11,25,16,14,193
201501,500234,193,115,11,25,16,14,193
201501,500235,193,115,11,25,16,14,193
201501,500236,193,115,11,25,16,14,193
201501,500237,193,115,11,25,16,14,193
201501,500238,193,115,11,25,16,14,193
201501,500240,193,115,11,25,16,14,193
201501,500241,193,115,11,25,16,14,193
201501,500242,193,115,11,25,16,14,193
201501,500243,193,115,11,25,16,14,193
201501,5101,186,123,24,27,10,15,186
201501,5103,223,137,26,16,10,17,223
201501,5104,119,75,22,20,27,20,119
201501,5105,209,129,25,23,22,12,209
201501,5106,179,104,30,28,10,13,179
201501,5107,154,78,32,18,8,11,154
201501,5108,100,67,26,8,21,15,100
201501,5109,170,106,50,20,7,8,170
201501,5110,195,104,31,17,14,11,195
201501,5111,187,98,21,22,14,14,187
201501,5113,181,95,19,14,9,13,181
201501,5114,204,117,21,20,17,10,204
201501,5115,181,86,9,22,19,15,181
201501,5116,194,113,21,14,15,11,194
201501,5117,222,132,20,21,10,17,222
201501,5118,131,77,13,6,8,10,131
201501,5119,159,93,18,21,8,20,159
201501,5120,145,85,29,9,22,9,145
201501,5132,-1,16,15,20,5,2,20
201501,5133,176,102,24,19,14,13,176
201501,5134,106,54,17,15,14,11,106
201501,5201,150,72,27,18,22,9,150
201501,5202,154,77,27,18,24,9,154
201501,5203,164,90,28,18,29,11,164
201501,5204,154,77,27,18,24,9,154
201501,5222,154,77,27,18,24,9,154
201501,5223,154,77,27,18,24,9,154
201501,5224,154,77,27,18,24,9,154
201501,5226,154,77,27,18,24,9,154
201501,5227,154,77,27,18,24,9,154
201501,5301,96,52,26,17,17,10,96
201501,5303,90,48,45,14,18,11,90
201501,5304,73,31,10,4,3,8,73
201501,5305,137,85,32,11,22,9,137
201501,5306,132,72,27,8,18,7,132
201501,5307,57,27,33,6,3,7,57
201501,5308,91,49,34,12,12,9,91
201501,5309,65,42,58,7,3,17,65
201501,5323,88,42,24,17,19,8,88
201501,5325,122,55,41,5,6,5,122
201501,5326,76,36,25,6,6,12,76
201501,5328,139,70,48,12,10,4,139
201501,5329,88,41,41,9,6,4,88
201501,5331,53,70,42,14,9,9,70
201501,5333,44,34,33,8,2,8,44
201501,5334,61,30,26,8,5,17,61
201501,5401,79,43,35,14,6,10,79
201501,5421,82,39,34,9,7,13,82
201501,5422,82,39,34,9,7,13,82
201501,5423,82,39,34,9,7,13,82
201501,5424,158,103,34,15,22,34,158
201501,5425,49,20,26,4,5,6,49
201501,5426,82,39,34,9,7,13,82
201501,6101,158,122,14,22,29,26,158
201501,6102,180,135,41,33,38,26,180
201501,6103,162,95,17,22,16,23,162
201501,6104,161,121,32,24,26,15,161
201501,6105,160,105,20,30,25,16,160
201501,6106,147,88,25,23,27,22,147
201501,6107,159,113,20,24,26,23,159
201501,6108,159,113,20,24,26,23,159
201501,6109,159,113,20,24,26,23,159
201501,6110,159,113,20,24,26,23,159
201501,6201,137,81,32,29,22,20,137
201501,6202,111,105,41,20,26,10,111
201501,6203,99,98,25,14,58,14,99
201501,6204,168,128,22,23,55,20,168
201501,6205,215,136,29,32,29,15,215
201501,6206,132,81,30,18,34,18,132
201501,6207,126,102,36,13,25,5,126
201501,6208,149,82,24,25,17,8,149
201501,6209,141,93,30,22,30,14,141
201501,6210,142,72,35,11,16,10,142
201501,6211,147,86,22,14,31,13,147
201501,6212,151,77,33,18,28,9,151
201501,6229,141,93,30,22,30,14,141
201501,6230,141,93,30,22,30,14,141
201501,6301,142,85,31,18,13,20,142
201501,6321,145,95,32,16,13,19,145
201501,6322,145,95,32,16,13,19,145
201501,6323,145,95,32,16,13,19,145
201501,6325,145,95,32,16,13,19,145
201501,6326,166,91,20,11,10,22,166
201501,6327,145,95,32,16,13,19,145
201501,6328,119,168,56,6,10,10,168
201501,6401,160,108,21,29,60,20,160
201501,6402,153,103,17,19,25,10,153
201501,6403,158,107,20,27,51,18,158
201501,6404,158,107,20,27,51,18,158
201501,6405,158,107,20,27,51,18,158
201501,6501,183,108,12,36,19,27,183
201501,6502,115,66,29,14,3,12,115
201501,6521,161,96,23,26,16,22,161
201501,6522,161,96,23,26,16,22,161
201501,6523,229,158,48,32,16,24,229
201501,6527,161,96,23,26,16,22,161
201501,6528,169,87,32,27,11,28,169
201501,6529,87,61,24,14,14,6,87
201501,6530,161,96,23,26,16,22,161
201501,6531,184,133,30,15,19,23,184
201501,6532,161,96,23,26,16,22,161
201501,6540,138,73,22,28,18,23,138
201501,6542,130,69,22,6,4,17,130
201501,6543,91,38,31,22,25,15,91
201501,659001,173,101,18,24,34,24,173
201501,659002,173,101,18,24,34,24,173
201501,659003,173,101,18,24,34,24,173
201501,659004,173,101,18,24,34,24,173
201501,6655,-1,-1,-1,-1,-1,-1,-1
201501,6656,-1,-1,-1,-1,-1,-1,-1
201501,6657,-1,-1,-1,-1,-1,-1,-1
201501,6658,-1,-1,-1,-1,-1,-1,-1
201501,6659,-1,-1,-1,-1,-1,-1,-1
201501,6660,-1,-1,-1,-1,-1,-1,-1
201501,6661,-1,-1,-1,-1,-1,-1,-1
201501,6662,-1,-1,-1,-1,-1,-1,-1
201501,6663,-1,-1,-1,-1,-1,-1,-1
201501,6664,-1,-1,-1,-1,-1,-1,-1
201501,6665,-1,-1,-1,-1,-1,-1,-1
201501,6666,-1,-1,-1,-1,-1,-1,-1
201501,6667,-1,-1,-1,-1,-1,-1,-1
201501,6668,-1,-1,-1,-1,-1,-1,-1
201501,6669,-1,-1,-1,-1,-1,-1,-1
201501,6670,-1,-1,-1,-1,-1,-1,-1
201501,6671,-1,-1,-1,-1,-1,-1,-1
201501,7001,-1,-1,-1,-1,-1,-1,-1
201501,7002,-1,-1,-1,-1,-1,-1,-1
201501,7003,-1,-1,-1,-1,-1,-1,-1
201501,7004,-1,-1,-1,-1,-1,-1,-1
201501,7005,-1,-1,-1,-1,-1,-1,-1
201501,7006,-1,-1,-1,-1,-1,-1,-1
201501,7007,-1,-1,-1,-1,-1,-1,-1
201501,7008,-1,-1,-1,-1,-1,-1,-1
201501,7009,-1,-1,-1,-1,-1,-1,-1
201501,7010,-1,-1,-1,-1,-1,-1,-1
201501,7011,-1,-1,-1,-1,-1,-1,-1
201501,7012,-1,-1,-1,-1,-1,-1,-1
201501,7013,-1,-1,-1,-1,-1,-1,-1
201501,7014,-1,-1,-1,-1,-1,-1,-1
201501,7015,-1,-1,-1,-1,-1,-1,-1
201501,7016,-1,-1,-1,-1,-1,-1,-1
201501,7017,-1,-1,-1,-1,-1,-1,-1
201501,7018,-1,-1,-1,-1,-1,-1,-1
201501,7019,-1,-1,-1,-1,-1,-1,-1
201501,7020,-1,-1,-1,-1,-1,-1,-1
201501,7021,-1,-1,-1,-1,-1,-1,-1
201501,7022,-1,-1,-1,-1,-1,-1,-1
201502,110101,152,71,17,27,15,15,152
201502,110102,171,84,29,29,14,15,171
201502,110103,156,77,22,23,15,14,156
201502,110104,156,77,22,23,15,14,156
201502,110105,158,78,19,29,14,16,158
201502,110106,162,91,9,39,21,18,162
201502,110107,138,62,28,21,15,15,138
201502,110108,158,79,15,35,16,15,158
201502,110109,159,73,20,17,13,12,159
201502,110111,176,90,20,21,19,20,176
201502,110112,173,81,10,31,18,18,173
201502,110113,170,83,29,23,15,10,170
201502,110114,151,62,33,13,12,11,151
201502,110115,180,91,19,21,13,13,180
201502,110116,131,70,29,16,8,11,131
201502,110117,150,79,19,17,16,17,150
201502,110228,156,77,22,23,15,14,156
201502,110229,156,77,22,23,15,14,156
201502,120101,149,91,37,30,38,16,149
201502,120102,137,80,27,28,34,21,137
201502,120103,152,90,29,29,32,16,152
201502,120104,133,79,32,27,31,14,133
201502,120105,137,77,28,23,31,16,137
201502,120106,135,90,23,23,32,17,135
201502,120107,140,87,23,24,29,18,140
201502,120108,140,87,23,24,29,18,140
201502,120109,140,87,23,24,29,18,140
201502,120110,146,90,30,23,31,19,146
201502,120111,138,82,17,22,27,15,138
201502,120112,135,94,16,27,30,17,135
201502,120113,154,105,21,24,32,15,154
201502,120114,125,81,16,16,27,21,125
201502,120115,135,82,13,22,17,15,135
201502,120221,140,87,23,24,29,18,140
201502,120223,140,87,23,24,29,18,140
201502,120225,140,87,23,24,29,18,140
201502,1301,239,177,17,27,45,22,239
201502,1302,183,123,19,30,35,20,183
201502,1303,159,106,19,22,32,18,159
201502,1304,209,138,16,23,47,26,209
201502,1305,235,175,24,33,46,24,235
201502,1306,240,180,17,26,50,26,240
201502,1307,116,73,23,11,26,10,116
201502,1308,159,100,26,16,21,12,159
201502,1309,183,112,20,23,37,15,183
201502,1310,194,130,21,22,28,19,194
201502,1311,231,155,22,20,31,18,231
201502,1401,129,70,18,16,45,25,129
201502,1402,111,55,21,13,31,16,111
201502,1403,150,86,30,14,31,20,150
201502,1404,141,72,54,21,26,22,141
201502,1405,132,84,33,15,46,20,132
201502,1406,196,117,139,23,58,26,196
201502,1407,149,87,14,11,46,16,149
201502,1408,138,67,40,3,20,14,138
201502,1409,126,78,45,20,37,29,126
201502,1410,89,44,36,16,38,28,89
201502,1411,136,69,18,18,63,34,136
201502,1501,122,94,30,14,21,11,122
201502,1502,154,113,27,21,35,21,154
201502,1503,160,119,34,20,45,14,160
201502,1504,95,77,19,11,23,10,95
201502,1505,119,212,37,10,4,5,212
201502,1506,105,74,29,13,19,9,105
201502,1507,126,76,33,19,14,8,126
201502,1508,110,67,36,13,17,6,110
201502,1509,123,89,38,13,17,7,123
201502,1522,75,24,36,6,2,4,75
201502,1525,87,89,19,1,9,3,89
201502,1529,127,77,40,4,5,4,127
201502,2101,163,110,21,24,44,15,163
201502,2102,126,69,23,20,31,8,126
201502,2103,178,123,20,28,36,17,178
201502,2104,164,121,19,21,30,21,164
201502,2105,131,87,19,26,40,19,131
201502,2106,140,92,15,15,33,15,140
201502,2107,153,110,23,22,38,16,153
201502,2108,114,60,31,19,27,12,114
201502,2109,121,87,16,14,38,24,121
201502,2110,163,99,20,17,31,20,163
201502,2111,182,139,12,27,25,18,182
201502,2112,168,124,37,21,38,10,168
201502,2113,123,68,20,10,31,24,123
201502,2114,158,106,20,25,50,23,158
201502,2201,151,80,34,24,36,11,151
201502,2202,149,98,46,21,26,12,149
201502,2203,149,66,36,19,26,15,149
201502,2204,158,69,39,23,37,21,158
201502,2205,145,80,25,24,29,23,145
201502,2206,219,142,30,16,15,18,219
201502,2207,144,100,24,15,19,14,144
201502,2208,111,58,32,11,16,5,111
201502,2224,152,86,35,21,29,13,152
201502,2301,179,91,28,31,35,12,179
201502,2302,114,62,31,19,28,12,114
201502,2303,78,50,21,21,28,12,78
201502,2304,152,81,33,12,8,19,152
201502,2305,141,75,37,14,9,8,141
201502,2306,113,49,32,12,13,7,113
201502,2307,62,34,36,12,5,5,62
201502,2308,108,51,37,19,10,7,108
201502,2309,131,67,34,19,19,10,131
201502,2310,127,67,46,15,18,9,127
201502,2311,86,41,34,5,11,4,86
201502,2312,117,63,52,23,16,9,117
201502,2327,131,67,34,19,19,10,131
201502,310101,120,57,36,25,11,10,120
201502,310103,121,57,39,23,10,8,121
201502,310104,126,55,32,22,12,9,126
201502,310105,121,57,39,23,10,8,121
201502,310106,124,56,43,26,11,8,124
201502,310107,126,60,34,24,10,7,126
201502,310108,121,57,39,23,10,8,121
201502,310109,111,56,35,27,12,8,111
201502,310110,109,54,46,25,8,7,109
201502,310112,121,57,39,23,10,8,121
201502,310113,121,57,39,23,10,8,121
201502,310114,121,57,39,23,10,8,121
201502,310115,116,57,42,20,10,6,116
201502,310116,121,57,39,23,10,8,121
201502,310117,121,57,39,23,10,8,121
201502,310118,135,58,41,15,10,9,135
201502,310119,121,57,39,23,10,8,121
201502,310120,121,57,39,23,10,8,121
201502,310230,121,57,39,23,10,8,121
201502,3201,134,73,37,19,11,0,134
201502,3202,138,72,39,22,19,0,138
201502,3203,165,95,37,21,20,0,165
201502,3204,148,73,32,19,17,3,148
201502,3205,136,67,41,24,14,0,136
201502,3206,132,62,44,14,13,0,132
201502,3207,144,79,22,19,15,4,144
201502,3208,144,75,36,19,15,1,144
201502,3209,90,49,37,12,13,0,90
201502,3210,145,79,47,12,22,0,145
201502,3211,150,75,21,28,14,5,150
201502,3212,146,76,46,13,19,0,146
201502,3213,156,84,32,11,8,4,156
201502,3301,129,60,38,16,7,8,129
201502,3302,130,64,28,18,8,9,130
201502,3303,124,57,38,17,5,7,124
201502,3304,113,54,45,19,10,8,113
201502,3305,136,54,60,16,5,8,136
201502,3306,129,65,31,18,9,10,129
201502,3307,135,61,43,20,8,10,135
201502,3308,123,85,40,9,8,15,123
201502,3309,92,46,48,7,4,7,92
201502,3310,134,61,40,10,3,7,134
201502,3311,113,50,30,11,4,8,113
201502,3401,149,75,37,15,13,10,149
201502,3402,122,74,28,8,10,13,122
201502,3403,147,94,36,16,12,11,147
201502,3404,159,93,53,17,15,10,159
201502,3405,144,61,17,13,15,10,144
201502,3406,182,105,38,17,10,12,182
201502,3407,183,94,37,20,18,42,183
201502,3408,139,73,55,12,11,19,139
201502,3410,138,59,8,6,3,2,138
201502,3411,152,62,36,7,7,8,152
201502,3412,131,62,34,18,14,6,131
201502,3413,155,73,112,15,19,11,155
201502,3414,147,79,42,14,12,12,147
201502,3415,147,79,42,14,12,12,147
201502,3416,145,64,23,12,13,13,145
201502,3417,122,49,83,8,7,10,122
201502,3418,122,65,42,12,12,9,122
201502,3501,97,60,45,15,3,8,97
201502,3502,108,45,36,10,5,8,108
201502,3503,118,46,38,12,3,8,118
201502,3504,125,53,28,30,17,13,125
201502,3505,112,51,48,12,4,7,112
201502,3506,121,50,31,13,8,7,121
201502,3507,138,61,25,8,12,15,138
201502,3508,125,56,33,15,14,10,125
201502,3509,112,51,46,5,10,10,112
201502,3601,128,62,30,16,11,9,128
201502,3602,128,60,33,14,12,9,128
201502,3603,128,60,33,14,12,9,128
201502,3604,136,59,36,13,15,10,136
201502,3605,100,52,34,10,9,6,100
201502,3606,128,60,33,14,12,9,128
201502,3607,128,60,33,14,12,9,128
201502,3608,128,60,33,14,12,9,128
201502,3609,128,60,33,14,12,9,128
201502,3610,128,60,33,14,12,9,128
201502,3611,128,60,33,14,12,9,128
201502,3681,128,60,33,14,12,9,128
201502,3682,128,60,33,14,12,9,128
201502,3701,163,102,24,24,41,15,163
201502,3702,146,81,21,23,22,12,146
201502,3703,164,101,18,27,41,21,164
201502,3704,180,121,32,21,32,10,180
201502,3705,138,80,16,17,30,13,138
201502,3706,114,61,29,13,15,9,114
201502,3707,169,116,26,24,35,11,169
201502,3708,202,134,11,32,49,18,202
201502,3709,140,94,12,19,22,16,140
201502,3710,121,140,24,10,12,7,140
201502,3711,134,89,35,20,16,9,134
201502,3712,177,107,13,22,49,28,177
201502,3713,197,196,19,32,34,32,197
201502,3714,196,174,33,23,34,17,196
201502,3715,189,120,9,21,26,17,189
201502,3723,161,107,23,22,32,15,161
201502,3729,161,107,23,22,32,15,161
201502,4101,207,138,23,22,26,15,207
201502,4102,158,84,26,21,19,17,158
201502,4103,173,111,27,20,37,23,173
201502,4104,166,102,47,18,29,13,166
201502,4105,182,149,18,24,47,26,182
201502,4106,146,84,19,17,32,12,146
201502,4107,218,145,25,22,29,19,218
201502,4108,212,143,57,26,46,24,212
201502,4109,195,105,42,23,25,14,195
201502,4110,170,98,35,20,20,21,170
201502,4111,181,118,31,20,30,19,181
201502,4112,168,125,56,20,45,14,168
201502,4113,183,135,38,13,16,16,183
201502,4114,188,107,53,18,28,12,188
201502,4115,181,118,31,20,30,19,181
201502,4116,166,92,15,10,24,32,166
201502,4117,181,118,31,20,30,19,181
201502,4201,177,86,19,27,12,13,177
201502,4202,160,87,17,19,17,17,160
201502,4203,146,80,22,16,11,7,146
201502,4205,144,79,33,16,15,12,144
201502,4206,197,108,15,20,13,14,197
201502,4207,165,87,22,24,21,14,165
201502,4208,184,99,20,19,19,10,184
201502,4209,177,106,24,17,14,16,177
201502,4210,100,58,38,15,12,15,100
201502,4211,150,77,22,20,8,19,150
201502,4212,147,81,17,13,9,17,147
201502,4213,218,227,20,20,28,30,227
201502,4228,166,85,14,12,6,12,166
201502,429004,149,104,8,24,21,9,149
201502,429005,177,96,17,20,23,5,177
201502,429006,171,93,25,13,16,8,171
201502,429021,137,68,24,6,7,7,137
201502,4301,164,91,37,18,20,11,164
201502,4302,180,94,39,19,16,11,180
201502,4303,161,96,39,26,22,16,161
201502,4304,162,85,38,18,15,14,162
201502,4305,162,85,38,18,15,14,162
201502,4306,172,82,36,17,15,19,172
201502,4307,161,79,15,16,10,13,161
201502,4308,155,76,48,12,7,21,155
201502,4309,142,76,49,19,9,25,142
201502,4310,162,85,38,18,15,14,162
201502,4311,158,76,40,18,12,10,158
201502,4312,162,85,38,18,15,14,162
201502,4313,162,85,38,18,15,14,162
201502,4331,162,85,38,18,15,14,162
201502,4401,131,62,35,20,7,10,131
201502,4402,123,64,33,15,12,9,123
201502,4403,121,58,52,15,5,11,121
201502,4404,137,67,46,15,5,8,137
201502,4405,133,64,58,11,6,7,133
201502,4406,122,56,50,20,7,11,122
201502,4407,123,65,28,17,8,9,123
201502,4408,117,60,53,6,4,8,117
201502,4409,141,69,49,8,6,8,141
201502,4412,147,74,42,12,11,11,147
201502,4413,111,54,46,10,6,8,111
201502,4414,132,56,37,12,5,11,132
201502,4415,121,53,37,7,5,8,121
201502,4416,123,49,42,10,8,10,123
201502,4417,130,56,69,9,5,8,130
201502,4418,138,66,27,17,10,19,138
201502,4419,134,59,62,15,10,8,134
201502,4420,131,61,29,22,10,13,131
201502,4451,132,68,54,9,4,7,132
201502,4452,136,70,57,10,6,12,136
201502,4453,113,49,31,15,20,14,113
201502,4501,154,74,23,18,9,10,154
201502,4502,196,136,40,18,19,15,196
201502,4503,183,120,26,16,12,14,183
201502,4504,129,61,64,7,1,22,129
201502,4505,146,64,40,8,4,9,146
201502,4506,163,92,34,15,10,14,163
201502,4507,157,83,40,7,11,13,157
201502,4508,163,92,34,15,10,14,163
201502,4509,149,66,53,12,14,25,149
201502,4510,145,66,39,12,11,11,145
201502,4511,152,77,28,17,8,8,152
201502,4512,129,63,10,18,4,16,129
201502,4513,163,92,34,15,10,14,163
201502,4514,163,92,34,15,10,14,163
201502,4601,111,49,27,4,3,8,111
201502,4602,80,42,33,5,2,7,80
201502,469001,72,29,22,2,1,9,72
201502,469002,135,65,31,4,2,12,135
201502,469003,98,43,26,5,3,8,98
201502,469005,60,27,24,5,2,9,60
201502,469006,71,38,31,4,2,9,71
201502,469007,101,46,37,7,4,7,101
201502,469025,98,43,26,5,3,8,98
201502,469026,125,50,24,7,4,9,125
201502,469027,42,28,29,2,2,9,42
201502,469028,86,37,26,4,3,7,86
201502,469030,99,38,20,4,2,8,99
201502,469031,98,43,26,5,3,8,98
201502,469033,98,43,26,5,3,8,98
201502,469034,98,43,26,5,3,8,98
201502,469035,98,43,26,5,3,8,98
201502,469036,98,43,26,5,3,8,98
